"","STATE","EVTYPE","Year","Month","FATALITIES","INJURIES","PROPDMG","CROPDMG"
"41851","DE","WIND",1997,"Jun",0,0,0,0
"41852","NJ","WIND",1997,"Jun",0,0,0,0
"41853","WA","AVALANCHE",1998,"Jun",1,7,0,0
"41854","HI","DROUGHT",1998,"Jun",0,0,0,0
"41855","LA","DROUGHT",1998,"Jun",0,0,0,15
"41856","NM","DROUGHT",1998,"Jun",0,0,0,0
"41857","TX","DROUGHT",1998,"Jun",0,0,0,150
"41858","NM","DRY MICROBURST",1998,"Jun",0,0,1,0
"41859","TX","DRY MICROBURST",1998,"Jun",0,0,17,0
"41860","SC","DRY WEATHER",1998,"Jun",0,0,0,0
"41861","NM","DUST STORM",1998,"Jun",0,0,0,0
"41862","AL","EXCESSIVE HEAT",1998,"Jun",2,0,0,0
"41863","DE","EXCESSIVE HEAT",1998,"Jun",1,0,0,0
"41864","FL","EXCESSIVE HEAT",1998,"Jun",1,1,0,0
"41865","GA","EXCESSIVE HEAT",1998,"Jun",0,0,0,0
"41866","IL","EXCESSIVE HEAT",1998,"Jun",13,122,0,0
"41867","KS","EXCESSIVE HEAT",1998,"Jun",0,0,0,0
"41868","KY","EXCESSIVE HEAT",1998,"Jun",1,0,0,0
"41869","LA","EXCESSIVE HEAT",1998,"Jun",10,0,0,0
"41870","MO","EXCESSIVE HEAT",1998,"Jun",3,143,0,0
"41871","NJ","EXCESSIVE HEAT",1998,"Jun",0,50,0,0
"41872","NM","EXCESSIVE HEAT",1998,"Jun",0,0,0,0
"41873","OK","EXCESSIVE HEAT",1998,"Jun",3,6,0,0
"41874","PA","EXCESSIVE HEAT",1998,"Jun",4,0,0,0
"41875","SC","EXCESSIVE HEAT",1998,"Jun",1,0,0,0
"41876","TN","EXCESSIVE HEAT",1998,"Jun",2,0,0,0
"41877","TX","EXCESSIVE HEAT",1998,"Jun",4,2,0,0
"41878","WI","EXCESSIVE HEAT",1998,"Jun",0,21,0,0
"41879","CO","EXTREME COLD",1998,"Jun",0,0,0,0
"41880","KS","EXTREME COLD",1998,"Jun",0,0,0,0
"41881","ND","EXTREME COLD",1998,"Jun",0,0,0,75
"41882","NE","EXTREME COLD",1998,"Jun",0,0,0,40
"41883","WY","EXTREME COLD",1998,"Jun",0,0,0,150
"41884","AR","FLASH FLOOD",1998,"Jun",0,0,0,0
"41885","CA","FLASH FLOOD",1998,"Jun",0,0,0,0
"41886","CT","FLASH FLOOD",1998,"Jun",0,0,15,0
"41887","DC","FLASH FLOOD",1998,"Jun",0,0,10,0
"41888","IA","FLASH FLOOD",1998,"Jun",0,0,1960,322
"41889","ID","FLASH FLOOD",1998,"Jun",0,0,0,0
"41890","IL","FLASH FLOOD",1998,"Jun",0,0,310,0
"41891","IN","FLASH FLOOD",1998,"Jun",0,0,44,0
"41892","KS","FLASH FLOOD",1998,"Jun",0,0,0,0
"41893","KY","FLASH FLOOD",1998,"Jun",0,1,1040,5
"41894","MA","FLASH FLOOD",1998,"Jun",0,0,100,0
"41895","MD","FLASH FLOOD",1998,"Jun",0,0,23,0
"41896","ME","FLASH FLOOD",1998,"Jun",0,0,76.5,0
"41897","MI","FLASH FLOOD",1998,"Jun",0,0,0,0
"41898","MN","FLASH FLOOD",1998,"Jun",2,0,332.9,138
"41899","MO","FLASH FLOOD",1998,"Jun",0,0,441,0
"41900","MT","FLASH FLOOD",1998,"Jun",0,0,283,25
"41901","NC","FLASH FLOOD",1998,"Jun",0,0,600,0
"41902","ND","FLASH FLOOD",1998,"Jun",0,0,1003,0
"41903","NE","FLASH FLOOD",1998,"Jun",0,0,200,0
"41904","NJ","FLASH FLOOD",1998,"Jun",0,0,0,0
"41905","NY","FLASH FLOOD",1998,"Jun",0,0,1649,100
"41906","OH","FLASH FLOOD",1998,"Jun",7,0,2385,15
"41907","OK","FLASH FLOOD",1998,"Jun",0,0,0,0
"41908","OR","FLASH FLOOD",1998,"Jun",0,0,10,0
"41909","PA","FLASH FLOOD",1998,"Jun",0,0,545,0
"41910","SD","FLASH FLOOD",1998,"Jun",0,0,0,0
"41911","TN","FLASH FLOOD",1998,"Jun",0,0,68,0
"41912","TX","FLASH FLOOD",1998,"Jun",0,0,25,0
"41913","UT","FLASH FLOOD",1998,"Jun",0,0,5,0
"41914","VA","FLASH FLOOD",1998,"Jun",0,0,432,0
"41915","VT","FLASH FLOOD",1998,"Jun",0,0,573,700
"41916","WA","FLASH FLOOD",1998,"Jun",0,0,500,0
"41917","WI","FLASH FLOOD",1998,"Jun",0,0,280,160
"41918","WV","FLASH FLOOD",1998,"Jun",2,1,6793,0
"41919","WY","FLASH FLOOD",1998,"Jun",0,0,0,0
"41920","AK","FLOOD",1998,"Jun",0,0,11,0
"41921","CA","FLOOD",1998,"Jun",0,0,400,100
"41922","CT","FLOOD",1998,"Jun",0,0,0,0
"41923","IA","FLOOD",1998,"Jun",0,0,2302.25,2161.2
"41924","ID","FLOOD",1998,"Jun",0,0,0,0
"41925","IL","FLOOD",1998,"Jun",0,0,40,0
"41926","IN","FLOOD",1998,"Jun",2,0,80,0
"41927","KS","FLOOD",1998,"Jun",0,0,0,1.8
"41928","KY","FLOOD",1998,"Jun",0,0,135,0
"41929","MA","FLOOD",1998,"Jun",0,0,13110,0
"41930","ME","FLOOD",1998,"Jun",0,0,1370,0
"41931","MN","FLOOD",1998,"Jun",0,0,0,0
"41932","MO","FLOOD",1998,"Jun",0,0,0,0
"41933","MT","FLOOD",1998,"Jun",0,0,0,0
"41934","ND","FLOOD",1998,"Jun",0,0,380,0
"41935","NE","FLOOD",1998,"Jun",0,0,500,0
"41936","NH","FLOOD",1998,"Jun",1,1,2326.5,0
"41937","NJ","FLOOD",1998,"Jun",0,0,0,0
"41938","NY","FLOOD",1998,"Jun",0,0,687,0
"41939","OH","FLOOD",1998,"Jun",1,0,1480,1629
"41940","OR","FLOOD",1998,"Jun",0,0,0,0
"41941","PA","FLOOD",1998,"Jun",0,0,0,0
"41942","PR","FLOOD",1998,"Jun",0,0,20,0
"41943","RI","FLOOD",1998,"Jun",0,0,0,0
"41944","SD","FLOOD",1998,"Jun",0,0,0,0
"41945","TN","FLOOD",1998,"Jun",0,0,20,97
"41946","UT","FLOOD",1998,"Jun",0,0,5,0
"41947","VA","FLOOD",1998,"Jun",0,0,0,0
"41948","VT","FLOOD",1998,"Jun",0,0,5,0
"41949","WA","FLOOD",1998,"Jun",0,0,5,0
"41950","WI","FLOOD",1998,"Jun",0,0,0,50
"41951","WV","FLOOD",1998,"Jun",0,0,20,0
"41952","WY","FLOOD",1998,"Jun",0,0,0,0
"41953","MD","FOG",1998,"Jun",0,8,0,0
"41954","KS","FREEZE",1998,"Jun",0,0,0,0
"41955","AR","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41956","CA","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41957","DE","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41958","FL","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41959","GA","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41960","HI","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41961","IA","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41962","ID","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41963","IL","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41964","KS","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41965","KY","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41966","MI","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41967","MN","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41968","MT","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41969","ND","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41970","NE","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41971","NJ","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41972","NV","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41973","OK","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41974","PA","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41975","PR","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41976","TN","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41977","TX","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41978","UT","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41979","WI","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41980","WY","FUNNEL CLOUD",1998,"Jun",0,0,0,0
"41981","AL","HAIL",1998,"Jun",0,0,27,0
"41982","AR","HAIL",1998,"Jun",0,0,5.26,50
"41983","AZ","HAIL",1998,"Jun",0,0,0,0
"41984","CA","HAIL",1998,"Jun",0,0,0,27.6
"41985","CO","HAIL",1998,"Jun",0,0,121,0
"41986","CT","HAIL",1998,"Jun",0,0,0,0
"41987","DC","HAIL",1998,"Jun",0,0,0,0
"41988","DE","HAIL",1998,"Jun",0,0,0,0
"41989","FL","HAIL",1998,"Jun",0,0,0,0
"41990","GA","HAIL",1998,"Jun",0,0,10,0
"41991","IA","HAIL",1998,"Jun",0,0,450.4,345
"41992","ID","HAIL",1998,"Jun",0,0,2,251
"41993","IL","HAIL",1998,"Jun",0,0,80.2,0
"41994","IN","HAIL",1998,"Jun",0,0,0,0
"41995","KS","HAIL",1998,"Jun",0,0,1193.8,580
"41996","KY","HAIL",1998,"Jun",0,0,64,0
"41997","LA","HAIL",1998,"Jun",0,0,110,0
"41998","MA","HAIL",1998,"Jun",0,0,0,0
"41999","MD","HAIL",1998,"Jun",0,1,179,50
"42000","ME","HAIL",1998,"Jun",0,0,0,0
"42001","MI","HAIL",1998,"Jun",0,0,100,0
"42002","MN","HAIL",1998,"Jun",0,0,390.2,438
"42003","MO","HAIL",1998,"Jun",0,0,78.55,0
"42004","MS","HAIL",1998,"Jun",0,0,1001.68,125
"42005","MT","HAIL",1998,"Jun",0,0,0,0
"42006","NC","HAIL",1998,"Jun",0,0,1093,5
"42007","ND","HAIL",1998,"Jun",0,1,722,6
"42008","NE","HAIL",1998,"Jun",0,0,1532.5,7526.5
"42009","NJ","HAIL",1998,"Jun",0,0,0,0
"42010","NM","HAIL",1998,"Jun",0,0,20,0
"42011","NV","HAIL",1998,"Jun",0,1,0,0
"42012","NY","HAIL",1998,"Jun",0,0,377.5,515
"42013","OH","HAIL",1998,"Jun",0,0,1289,50
"42014","OK","HAIL",1998,"Jun",0,2,500,0
"42015","OR","HAIL",1998,"Jun",0,0,0,0
"42016","PA","HAIL",1998,"Jun",0,0,25,0
"42017","RI","HAIL",1998,"Jun",0,0,0,0
"42018","SC","HAIL",1998,"Jun",0,0,50,0
"42019","SD","HAIL",1998,"Jun",0,1,60.5,0
"42020","TN","HAIL",1998,"Jun",0,0,854.85,0
"42021","TX","HAIL",1998,"Jun",0,11,348,600
"42022","UT","HAIL",1998,"Jun",0,0,0,3.4
"42023","VA","HAIL",1998,"Jun",0,0,390,118
"42024","VT","HAIL",1998,"Jun",0,0,0,0
"42025","WA","HAIL",1998,"Jun",0,0,0,0
"42026","WI","HAIL",1998,"Jun",0,0,281,364.5
"42027","WV","HAIL",1998,"Jun",0,0,3366,78
"42028","WY","HAIL",1998,"Jun",0,0,0,0
"42029","FL","HEAT",1998,"Jun",3,0,0,0
"42030","NC","HEAT",1998,"Jun",2,0,0,0
"42031","CA","HEAVY RAIN",1998,"Jun",0,0,0,0
"42032","CT","HEAVY RAIN",1998,"Jun",0,0,0,0
"42033","FL","HEAVY RAIN",1998,"Jun",0,0,150,0
"42034","ID","HEAVY RAIN",1998,"Jun",0,0,0,0
"42035","LA","HEAVY RAIN",1998,"Jun",0,0,0,0
"42036","MA","HEAVY RAIN",1998,"Jun",0,0,0,0
"42037","ND","HEAVY RAIN",1998,"Jun",0,0,0,0
"42038","NJ","HEAVY RAIN",1998,"Jun",0,0,0,0
"42039","NY","HEAVY RAIN",1998,"Jun",0,0,0,0
"42040","OR","HEAVY RAIN",1998,"Jun",0,0,0,0
"42041","PR","HEAVY RAIN",1998,"Jun",0,0,0,0
"42042","RI","HEAVY RAIN",1998,"Jun",0,0,0,0
"42043","UT","HEAVY RAIN",1998,"Jun",0,0,368.5,31.8
"42044","WA","HEAVY RAIN",1998,"Jun",0,0,0,0
"42045","CO","HEAVY SNOW",1998,"Jun",0,0,0,0
"42046","MT","HEAVY SNOW",1998,"Jun",0,0,0,0
"42047","SD","HEAVY SNOW",1998,"Jun",0,0,0,0
"42048","UT","HEAVY SNOW",1998,"Jun",0,0,40,8.2
"42049","WY","HEAVY SNOW",1998,"Jun",0,0,0,0
"42050","AS","HIGH SURF",1998,"Jun",0,0,0,0
"42051","HI","HIGH SURF",1998,"Jun",0,0,0,0
"42052","AK","HIGH WIND",1998,"Jun",0,0,10,0
"42053","AR","HIGH WIND",1998,"Jun",0,0,3.1,0
"42054","AS","HIGH WIND",1998,"Jun",0,0,0,0
"42055","CA","HIGH WIND",1998,"Jun",0,2,25,0
"42056","CO","HIGH WIND",1998,"Jun",0,1,200.5,0
"42057","IA","HIGH WIND",1998,"Jun",0,0,50,10
"42058","KS","HIGH WIND",1998,"Jun",0,0,2,0
"42059","MI","HIGH WIND",1998,"Jun",0,0,0,0
"42060","MT","HIGH WIND",1998,"Jun",0,0,0,0
"42061","ND","HIGH WIND",1998,"Jun",0,0,0,0
"42062","NE","HIGH WIND",1998,"Jun",0,0,0,0
"42063","NV","HIGH WIND",1998,"Jun",0,0,20,0
"42064","OK","HIGH WIND",1998,"Jun",0,0,17.5,0
"42065","OR","HIGH WIND",1998,"Jun",0,0,5,0
"42066","SD","HIGH WIND",1998,"Jun",0,0,0,0
"42067","TX","HIGH WIND",1998,"Jun",0,0,10,0
"42068","UT","HIGH WIND",1998,"Jun",0,0,700,200
"42069","WI","HIGH WIND",1998,"Jun",0,0,30,0
"42070","WY","HIGH WIND",1998,"Jun",0,0,0,0
"42071","DE","HOT SPELL",1998,"Jun",0,0,0,0
"42072","MD","HOT SPELL",1998,"Jun",0,0,0,0
"42073","AL","LIGHTNING",1998,"Jun",0,1,0,0
"42074","AR","LIGHTNING",1998,"Jun",0,1,65,0
"42075","CA","LIGHTNING",1998,"Jun",0,0,50,0
"42076","CT","LIGHTNING",1998,"Jun",0,0,0,0
"42077","DC","LIGHTNING",1998,"Jun",0,11,0,0
"42078","DE","LIGHTNING",1998,"Jun",0,0,0,0
"42079","FL","LIGHTNING",1998,"Jun",4,17,122.5,0
"42080","GA","LIGHTNING",1998,"Jun",0,2,390,0
"42081","IA","LIGHTNING",1998,"Jun",0,0,190,0
"42082","ID","LIGHTNING",1998,"Jun",0,2,0,0
"42083","IL","LIGHTNING",1998,"Jun",0,1,0,0
"42084","IN","LIGHTNING",1998,"Jun",0,1,85,0
"42085","KS","LIGHTNING",1998,"Jun",0,1,84,0
"42086","KY","LIGHTNING",1998,"Jun",0,0,300,0
"42087","LA","LIGHTNING",1998,"Jun",1,0,120,0
"42088","MA","LIGHTNING",1998,"Jun",0,1,95,0
"42089","MD","LIGHTNING",1998,"Jun",2,3,155,0
"42090","ME","LIGHTNING",1998,"Jun",0,1,2.5,0
"42091","MI","LIGHTNING",1998,"Jun",2,2,183,0
"42092","MN","LIGHTNING",1998,"Jun",1,1,200,0
"42093","MO","LIGHTNING",1998,"Jun",0,0,18,0
"42094","MS","LIGHTNING",1998,"Jun",0,0,120,0
"42095","NC","LIGHTNING",1998,"Jun",0,2,267,0
"42096","ND","LIGHTNING",1998,"Jun",0,0,10,0
"42097","NE","LIGHTNING",1998,"Jun",0,0,80,0
"42098","NH","LIGHTNING",1998,"Jun",0,1,5,0
"42099","NJ","LIGHTNING",1998,"Jun",0,4,90,0
"42100","NY","LIGHTNING",1998,"Jun",1,10,186,0
"42101","OH","LIGHTNING",1998,"Jun",1,0,162,0
"42102","OK","LIGHTNING",1998,"Jun",0,0,86,0
"42103","PA","LIGHTNING",1998,"Jun",0,3,105,0
"42104","SC","LIGHTNING",1998,"Jun",0,4,32,0
"42105","SD","LIGHTNING",1998,"Jun",0,0,20,0
"42106","TN","LIGHTNING",1998,"Jun",0,0,296,0
"42107","TX","LIGHTNING",1998,"Jun",0,0,10,0
"42108","UT","LIGHTNING",1998,"Jun",0,0,50,0
"42109","VA","LIGHTNING",1998,"Jun",0,6,295,0
"42110","VT","LIGHTNING",1998,"Jun",0,0,60,0
"42111","WA","LIGHTNING",1998,"Jun",0,0,0,0
"42112","WI","LIGHTNING",1998,"Jun",0,5,237.7,0
"42113","WY","LIGHTNING",1998,"Jun",0,1,0,0
"42114","OH","MONTHLY RAINFALL",1998,"Jun",0,0,0,0
"42115","WV","MONTHLY RAINFALL",1998,"Jun",0,0,0,0
"42116","WI","RECORD COLD",1998,"Jun",0,0,0,0
"42117","OK","RECORD COOL",1998,"Jun",0,0,0,0
"42118","OK","RECORD WARMTH",1998,"Jun",0,0,0,0
"42119","FL","RIP CURRENTS",1998,"Jun",2,1,0,0
"42120","NJ","RIP CURRENTS",1998,"Jun",0,0,0,0
"42121","VI","SAHARAN DUST",1998,"Jun",0,0,0,0
"42122","PR","SEICHE",1998,"Jun",0,0,0,0
"42123","WI","SEICHE",1998,"Jun",0,0,0,0
"42124","NJ","SNOW DROUGHT",1998,"Jun",0,0,0,0
"42125","PA","SNOW DROUGHT",1998,"Jun",0,0,0,0
"42126","MA","STRONG WINDS",1998,"Jun",0,1,10,0
"42127","ME","STRONG WINDS",1998,"Jun",0,0,40,0
"42128","NH","STRONG WINDS",1998,"Jun",0,0,0,0
"42129","RI","STRONG WINDS",1998,"Jun",0,0,0,0
"42130","AL","TORNADO",1998,"Jun",0,0,150,0
"42131","AR","TORNADO",1998,"Jun",0,0,100,0
"42132","CO","TORNADO",1998,"Jun",0,0,30,0
"42133","CT","TORNADO",1998,"Jun",0,0,0,0
"42134","FL","TORNADO",1998,"Jun",0,0,20,0
"42135","IA","TORNADO",1998,"Jun",0,86,3115,179.1
"42136","ID","TORNADO",1998,"Jun",0,0,24,10
"42137","IL","TORNADO",1998,"Jun",0,6,1137,50
"42138","IN","TORNADO",1998,"Jun",0,17,3070.6,100
"42139","KS","TORNADO",1998,"Jun",0,0,2185.5,100
"42140","KY","TORNADO",1998,"Jun",0,0,100,0
"42141","MD","TORNADO",1998,"Jun",0,6,954,315
"42142","MI","TORNADO",1998,"Jun",0,0,585,0
"42143","MN","TORNADO",1998,"Jun",0,0,101,30
"42144","MO","TORNADO",1998,"Jun",0,0,10,0
"42145","MS","TORNADO",1998,"Jun",0,0,270,0
"42146","MT","TORNADO",1998,"Jun",0,0,50,0
"42147","NC","TORNADO",1998,"Jun",0,0,198,0
"42148","ND","TORNADO",1998,"Jun",0,0,0,0
"42149","NE","TORNADO",1998,"Jun",0,21,1404,900
"42150","NM","TORNADO",1998,"Jun",0,0,0,0
"42151","NV","TORNADO",1998,"Jun",0,0,0,0
"42152","NY","TORNADO",1998,"Jun",0,0,802,0
"42153","OH","TORNADO",1998,"Jun",1,16,519,5
"42154","OK","TORNADO",1998,"Jun",0,22,751,0
"42155","PA","TORNADO",1998,"Jun",2,66,1920,72
"42156","SC","TORNADO",1998,"Jun",0,0,164,100
"42157","SD","TORNADO",1998,"Jun",0,1,167,0
"42158","TN","TORNADO",1998,"Jun",0,3,231.6,125
"42159","TX","TORNADO",1998,"Jun",0,0,105,0
"42160","UT","TORNADO",1998,"Jun",0,0,30,1
"42161","VA","TORNADO",1998,"Jun",0,0,75,75
"42162","WI","TORNADO",1998,"Jun",0,1,1145,73
"42163","WV","TORNADO",1998,"Jun",0,6,643,262
"42164","WY","TORNADO",1998,"Jun",0,0,20,0
"42165","MO","TSTM",1998,"Jun",0,0,0,0
"42166","AL","TSTM WIND",1998,"Jun",1,13,3370.5,280
"42167","AR","TSTM WIND",1998,"Jun",0,5,187.3,0
"42168","AZ","TSTM WIND",1998,"Jun",0,0,0,0
"42169","CA","TSTM WIND",1998,"Jun",0,0,5,0
"42170","CO","TSTM WIND",1998,"Jun",0,1,100,0
"42171","CT","TSTM WIND",1998,"Jun",0,0,13.5,0
"42172","DC","TSTM WIND",1998,"Jun",0,0,35,0
"42173","DE","TSTM WIND",1998,"Jun",0,0,1.5,0
"42174","FL","TSTM WIND",1998,"Jun",1,0,2214.1,0
"42175","GA","TSTM WIND",1998,"Jun",0,1,3940.5,20
"42176","IA","TSTM WIND",1998,"Jun",1,76,9173.3,1955.2
"42177","ID","TSTM WIND",1998,"Jun",0,0,0,0
"42178","IL","TSTM WIND",1998,"Jun",0,22,2968.1,514
"42179","IN","TSTM WIND",1998,"Jun",0,2,1518,0
"42180","KS","TSTM WIND",1998,"Jun",0,2,3695.6,200
"42181","KY","TSTM WIND",1998,"Jun",0,2,841,0
"42182","LA","TSTM WIND",1998,"Jun",0,0,1058,0
"42183","MA","TSTM WIND",1998,"Jun",0,0,20,0
"42184","MD","TSTM WIND",1998,"Jun",0,1,961,30
"42185","MI","TSTM WIND",1998,"Jun",1,3,1076.5,0
"42186","MN","TSTM WIND",1998,"Jun",0,0,3467.2,1682.3
"42187","MO","TSTM WIND",1998,"Jun",0,1,1444,50
"42188","MS","TSTM WIND",1998,"Jun",2,45,2174.4,130
"42189","MT","TSTM WIND",1998,"Jun",0,0,50,0
"42190","NC","TSTM WIND",1998,"Jun",0,1,421,15
"42191","ND","TSTM WIND",1998,"Jun",0,0,22.6,0
"42192","NE","TSTM WIND",1998,"Jun",0,0,1946,1750
"42193","NH","TSTM WIND",1998,"Jun",0,0,0,0
"42194","NJ","TSTM WIND",1998,"Jun",0,4,0,0
"42195","NM","TSTM WIND",1998,"Jun",0,0,12,0
"42196","NV","TSTM WIND",1998,"Jun",0,0,0,0
"42197","NY","TSTM WIND",1998,"Jun",0,7,957.5,0
"42198","OH","TSTM WIND",1998,"Jun",0,0,4317,22
"42199","OK","TSTM WIND",1998,"Jun",0,1,1075.99,0
"42200","PA","TSTM WIND",1998,"Jun",0,21,1465,0
"42201","PR","TSTM WIND",1998,"Jun",0,0,70,0
"42202","RI","TSTM WIND",1998,"Jun",0,0,0,0
"42203","SC","TSTM WIND",1998,"Jun",0,8,584,0
"42204","SD","TSTM WIND",1998,"Jun",0,1,780,0
"42205","TN","TSTM WIND",1998,"Jun",0,4,617.15,928.5
"42206","TX","TSTM WIND",1998,"Jun",0,6,1282.42,100
"42207","UT","TSTM WIND",1998,"Jun",0,0,0.2,0.8
"42208","VA","TSTM WIND",1998,"Jun",0,1,878,261
"42209","VI","TSTM WIND",1998,"Jun",0,0,30,0
"42210","VT","TSTM WIND",1998,"Jun",0,1,539,0
"42211","WI","TSTM WIND",1998,"Jun",0,18,6870.3,1033.9
"42212","WV","TSTM WIND",1998,"Jun",0,2,2553,0
"42213","WY","TSTM WIND",1998,"Jun",0,0,10.5,0
"42214","FL","TSTM WIND (G45)",1998,"Jun",0,0,15,0
"42215","DE","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42216","IA","TSTM WIND/HAIL",1998,"Jun",0,0,1,0
"42217","ID","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42218","KS","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42219","MD","TSTM WIND/HAIL",1998,"Jun",0,0,5,0
"42220","MI","TSTM WIND/HAIL",1998,"Jun",0,0,27.5,0
"42221","MO","TSTM WIND/HAIL",1998,"Jun",0,0,23,0
"42222","MT","TSTM WIND/HAIL",1998,"Jun",0,0,2,2
"42223","ND","TSTM WIND/HAIL",1998,"Jun",0,0,0,1.5
"42224","NE","TSTM WIND/HAIL",1998,"Jun",0,0,6,21
"42225","NY","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42226","OK","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42227","PA","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42228","TN","TSTM WIND/HAIL",1998,"Jun",0,0,17,74
"42229","TX","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42230","UT","TSTM WIND/HAIL",1998,"Jun",0,0,8,5
"42231","VA","TSTM WIND/HAIL",1998,"Jun",0,0,90,785
"42232","VT","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42233","WA","TSTM WIND/HAIL",1998,"Jun",0,0,0,0
"42234","AR","URBAN/SML STREAM FLD",1998,"Jun",0,0,1,0
"42235","CA","URBAN/SML STREAM FLD",1998,"Jun",0,0,150,0
"42236","CT","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42237","IA","URBAN/SML STREAM FLD",1998,"Jun",0,0,3761,1259.3
"42238","ID","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42239","IL","URBAN/SML STREAM FLD",1998,"Jun",0,0,250,0
"42240","IN","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42241","KY","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42242","MN","URBAN/SML STREAM FLD",1998,"Jun",0,0,1.6,2.8
"42243","MO","URBAN/SML STREAM FLD",1998,"Jun",1,0,0,0
"42244","ND","URBAN/SML STREAM FLD",1998,"Jun",0,0,50,0
"42245","NE","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42246","NJ","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42247","PR","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42248","SC","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42249","SD","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42250","TN","URBAN/SML STREAM FLD",1998,"Jun",0,0,0.5,0
"42251","VI","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42252","WI","URBAN/SML STREAM FLD",1998,"Jun",0,0,0,0
"42253","FL","WATERSPOUT",1998,"Jun",0,0,0,0
"42254","LA","WATERSPOUT",1998,"Jun",0,0,0,0
"42255","MI","WATERSPOUT",1998,"Jun",0,0,0,0
"42256","OH","WATERSPOUT",1998,"Jun",0,0,0,0
"42257","SC","WATERSPOUT",1998,"Jun",0,0,0,0
"42258","FL","WILD/FOREST FIRE",1998,"Jun",0,3,0,0
"42259","HI","WILD/FOREST FIRE",1998,"Jun",0,0,0,0
"42260","NC","WILD/FOREST FIRE",1998,"Jun",0,0,0,0
"42261","WY","WINTER STORM",1998,"Jun",0,0,0,0
"42262","IL"," TSTM WIND",1999,"Jun",0,0,100,0
"42263","WI","COLD",1999,"Jun",0,0,0,0
"42264","DC","DROUGHT",1999,"Jun",0,0,0,0
"42265","HI","DROUGHT",1999,"Jun",0,0,0,0
"42266","KY","DROUGHT",1999,"Jun",0,0,0,0
"42267","MD","DROUGHT",1999,"Jun",0,0,0,0
"42268","NC","DROUGHT",1999,"Jun",0,0,0,0
"42269","OH","DROUGHT",1999,"Jun",0,0,0,0
"42270","PA","DROUGHT",1999,"Jun",0,0,0,0
"42271","VA","DROUGHT",1999,"Jun",0,0,0,0
"42272","WV","DROUGHT",1999,"Jun",0,0,0,0
"42273","ME","DRY CONDITIONS",1999,"Jun",0,0,0,0
"42274","NH","DRY CONDITIONS",1999,"Jun",0,0,0,0
"42275","CA","EXCESSIVE HEAT",1999,"Jun",0,24,0,0
"42276","CT","EXCESSIVE HEAT",1999,"Jun",0,0,0,0
"42277","DE","EXCESSIVE HEAT",1999,"Jun",0,5,0,0
"42278","IL","EXCESSIVE HEAT",1999,"Jun",6,0,0,0
"42279","MA","EXCESSIVE HEAT",1999,"Jun",0,0,0,0
"42280","MD","EXCESSIVE HEAT",1999,"Jun",0,5,0,0
"42281","MI","EXCESSIVE HEAT",1999,"Jun",0,2,0,0
"42282","NJ","EXCESSIVE HEAT",1999,"Jun",0,0,0,0
"42283","NY","EXCESSIVE HEAT",1999,"Jun",0,0,0,0
