"","STATE","EVTYPE","Year","Month","FATALITIES","INJURIES","PROPDMG","CROPDMG"
"21627","KS","FLOOD",1993,"Apr",0,0,55,55
"21628","MA","FLOOD",1993,"Apr",0,0,0,0
"21629","ME","FLOOD",1993,"Apr",0,0,0,0
"21630","MI","FLOOD",1993,"Apr",0,0,10,0
"21631","MO","FLOOD",1993,"Apr",0,0,5,50
"21632","MS","FLOOD",1993,"Apr",0,0,0,0
"21633","NJ","FLOOD",1993,"Apr",0,0,0,0
"21634","NY","FLOOD",1993,"Apr",4,0,7862,0
"21635","OH","FLOOD",1993,"Apr",0,0,80,0
"21636","OR","FLOOD",1993,"Apr",0,0,0,0
"21637","PA","FLOOD",1993,"Apr",0,0,500.5,0
"21638","SD","FLOOD",1993,"Apr",0,0,0,0
"21639","VT","FLOOD",1993,"Apr",0,0,40,0
"21640","WI","FLOOD",1993,"Apr",0,0,2555,1250
"21641","WV","FLOOD",1993,"Apr",0,0,500,0
"21642","NY","FLOOD/FLASH FLOOD",1993,"Apr",0,0,0,0
"21643","PA","FLOOD/FLASH FLOOD",1993,"Apr",0,0,68.5,0
"21644","AR","FUNNEL CLOUD",1993,"Apr",0,0,0,0
"21645","AZ","FUNNEL CLOUD",1993,"Apr",0,0,0,0
"21646","FL","FUNNEL CLOUD",1993,"Apr",0,0,0,0
"21647","IA","FUNNEL CLOUD",1993,"Apr",0,0,0,0
"21648","KS","FUNNEL CLOUD",1993,"Apr",0,0,0,0
"21649","AR","GUSTY WINDS",1993,"Apr",1,0,0,0
"21650","AL","HAIL",1993,"Apr",0,0,0,0
"21651","AR","HAIL",1993,"Apr",0,0,150,0
"21652","CO","HAIL",1993,"Apr",0,0,0,0
"21653","CT","HAIL",1993,"Apr",0,0,0,0
"21654","DE","HAIL",1993,"Apr",0,0,20,0
"21655","FL","HAIL",1993,"Apr",0,0,0,0
"21656","GA","HAIL",1993,"Apr",0,0,500,0
"21657","IA","HAIL",1993,"Apr",0,0,60,0
"21658","ID","HAIL",1993,"Apr",0,0,0,0
"21659","IL","HAIL",1993,"Apr",0,0,5.5,0
"21660","IN","HAIL",1993,"Apr",0,0,0,0
"21661","KS","HAIL",1993,"Apr",0,0,916,695.5
"21662","KY","HAIL",1993,"Apr",0,0,1.6,0
"21663","LA","HAIL",1993,"Apr",0,0,0,0
"21664","MD","HAIL",1993,"Apr",0,0,50,0
"21665","MI","HAIL",1993,"Apr",0,0,0,0
"21666","MO","HAIL",1993,"Apr",0,0,1142.5,0
"21667","MS","HAIL",1993,"Apr",0,0,5,0
"21668","NC","HAIL",1993,"Apr",0,0,50,0
"21669","NJ","HAIL",1993,"Apr",0,0,0,0
"21670","NM","HAIL",1993,"Apr",0,0,0.5,0.5
"21671","OH","HAIL",1993,"Apr",0,0,11,0
"21672","OK","HAIL",1993,"Apr",0,0,1,0
"21673","PA","HAIL",1993,"Apr",0,0,0,0
"21674","SC","HAIL",1993,"Apr",0,0,0,0
"21675","SD","HAIL",1993,"Apr",0,0,0,0
"21676","TN","HAIL",1993,"Apr",0,0,0.05,0
"21677","TX","HAIL",1993,"Apr",0,0,3029.1,122.25
"21678","UT","HAIL",1993,"Apr",0,0,0,0
"21679","VA","HAIL",1993,"Apr",0,0,50,0
"21680","WA","HAIL",1993,"Apr",0,0,0,0
"21681","WV","HAIL",1993,"Apr",0,0,0,0
"21682","WY","HAIL",1993,"Apr",0,0,0,0
"21683","AL","HAIL 1.75)",1993,"Apr",0,0,0,0
"21684","MA","HEAVY RAIN",1993,"Apr",0,0,0,0
"21685","PA","HEAVY RAIN",1993,"Apr",0,0,0,0
"21686","WA","HEAVY RAIN",1993,"Apr",0,14,100,0
"21687","CO","HEAVY SNOW",1993,"Apr",0,0,0,0
"21688","ID","HEAVY SNOW",1993,"Apr",0,0,0,0
"21689","ME","HEAVY SNOW",1993,"Apr",0,0,0,0
"21690","MI","HEAVY SNOW",1993,"Apr",0,0,50,0
"21691","MN","HEAVY SNOW",1993,"Apr",0,0,0,0
"21692","MT","HEAVY SNOW",1993,"Apr",0,0,50,0
"21693","ND","HEAVY SNOW",1993,"Apr",0,0,0,0
"21694","NE","HEAVY SNOW",1993,"Apr",0,0,0,0
"21695","NY","HEAVY SNOW",1993,"Apr",0,0,105,0
"21696","OR","HEAVY SNOW",1993,"Apr",0,0,0,0
"21697","PA","HEAVY SNOW",1993,"Apr",0,0,0,0
"21698","SD","HEAVY SNOW",1993,"Apr",0,0,0,0
"21699","UT","HEAVY SNOW",1993,"Apr",0,0,0,0
"21700","WI","HEAVY SNOW",1993,"Apr",0,0,0,0
"21701","WY","HEAVY SNOW",1993,"Apr",0,0,0,0
"21702","PA","HIGH WATER",1993,"Apr",0,0,0,0
"21703","AK","HIGH WIND",1993,"Apr",0,0,11,0
"21704","MS","HIGH WIND",1993,"Apr",0,0,50,0
"21705","AR","HIGH WINDS",1993,"Apr",0,0,50,0
"21706","CA","HIGH WINDS",1993,"Apr",0,0,55,0
"21707","CO","HIGH WINDS",1993,"Apr",0,0,55,0
"21708","IA","HIGH WINDS",1993,"Apr",0,0,50,0
"21709","KY","HIGH WINDS",1993,"Apr",1,0,50,0
"21710","NC","HIGH WINDS",1993,"Apr",0,0,0,0
"21711","OH","HIGH WINDS",1993,"Apr",0,2,4365,0
"21712","PA","HIGH WINDS",1993,"Apr",0,0,0,0
"21713","TN","HIGH WINDS",1993,"Apr",0,0,5,0
"21714","TX","HIGH WINDS",1993,"Apr",0,0,0,0
"21715","VT","HIGH WINDS",1993,"Apr",0,0,500,0
"21716","WA","HIGH WINDS",1993,"Apr",0,0,0,0
"21717","AL","LIGHTNING",1993,"Apr",0,0,5,0
"21718","AR","LIGHTNING",1993,"Apr",0,0,600,0
"21719","CT","LIGHTNING",1993,"Apr",0,1,0,0
"21720","ID","LIGHTNING",1993,"Apr",0,0,0,0
"21721","IN","LIGHTNING",1993,"Apr",0,2,55,0
"21722","KS","LIGHTNING",1993,"Apr",0,0,505,0
"21723","LA","LIGHTNING",1993,"Apr",0,0,55,0
"21724","MA","LIGHTNING",1993,"Apr",0,0,500,0
"21725","MD","LIGHTNING",1993,"Apr",0,0,500,0
"21726","NC","LIGHTNING",1993,"Apr",0,0,50,0
"21727","OK","LIGHTNING",1993,"Apr",0,0,220.5,0
"21728","PA","LIGHTNING",1993,"Apr",0,0,100,0
"21729","TN","LIGHTNING",1993,"Apr",0,0,0.5,0
"21730","TX","LIGHTNING",1993,"Apr",0,0,560,0
"21731","VA","LIGHTNING",1993,"Apr",0,0,150,0
"21732","IA","MAJOR FLOOD",1993,"Apr",0,0,55,0
"21733","VT","NEAR RECORD SNOW",1993,"Apr",0,0,0,0
"21734","NY","RECORD SNOW",1993,"Apr",0,0,0,0
"21735","AK","RECORD WARMTH",1993,"Apr",0,0,0,0
"21736","WV","RIVER FLOOD",1993,"Apr",0,0,0,0
"21737","IA","SNOW",1993,"Apr",0,0,50,0
"21738","MD","SNOW",1993,"Apr",0,0,0,0
"21739","VA","SNOW",1993,"Apr",0,0,0,0
"21740","VT","SNOW",1993,"Apr",0,0,100,0
"21741","ID","THUNDERSTORM WIND",1993,"Apr",0,0,100,0
"21742","AL","THUNDERSTORM WINDS",1993,"Apr",0,2,0,0
"21743","AR","THUNDERSTORM WINDS",1993,"Apr",0,0,1026.5,0
"21744","CO","THUNDERSTORM WINDS",1993,"Apr",0,0,0.5,0
"21745","DE","THUNDERSTORM WINDS",1993,"Apr",0,0,60,0
"21746","FL","THUNDERSTORM WINDS",1993,"Apr",0,2,1180.5,0
"21747","GA","THUNDERSTORM WINDS",1993,"Apr",1,1,81,0
"21748","IA","THUNDERSTORM WINDS",1993,"Apr",0,0,170,0
"21749","IL","THUNDERSTORM WINDS",1993,"Apr",0,0,165.5,0
"21750","IN","THUNDERSTORM WINDS",1993,"Apr",0,0,1850,0
"21751","KS","THUNDERSTORM WINDS",1993,"Apr",0,0,110.5,0
"21752","KY","THUNDERSTORM WINDS",1993,"Apr",0,1,1135,0
"21753","LA","THUNDERSTORM WINDS",1993,"Apr",2,4,3480,5
"21754","MD","THUNDERSTORM WINDS",1993,"Apr",0,0,55,0
"21755","MI","THUNDERSTORM WINDS",1993,"Apr",0,0,588,0
"21756","MO","THUNDERSTORM WINDS",1993,"Apr",0,0,1098.55,0
"21757","MS","THUNDERSTORM WINDS",1993,"Apr",0,0,67.5,0
"21758","NC","THUNDERSTORM WINDS",1993,"Apr",0,0,160,0
"21759","NE","THUNDERSTORM WINDS",1993,"Apr",0,0,0,0
"21760","NM","THUNDERSTORM WINDS",1993,"Apr",0,0,0.5,0
"21761","NY","THUNDERSTORM WINDS",1993,"Apr",0,0,267,0
"21762","OK","THUNDERSTORM WINDS",1993,"Apr",0,0,735,0
"21763","PA","THUNDERSTORM WINDS",1993,"Apr",0,0,1113,0
"21764","PR","THUNDERSTORM WINDS",1993,"Apr",0,0,500,0
"21765","SC","THUNDERSTORM WINDS",1993,"Apr",0,0,500,0
"21766","TN","THUNDERSTORM WINDS",1993,"Apr",0,0,1070,0
"21767","TX","THUNDERSTORM WINDS",1993,"Apr",0,2,2119.55,62.15
"21768","UT","THUNDERSTORM WINDS",1993,"Apr",0,0,0.05,0
"21769","VA","THUNDERSTORM WINDS",1993,"Apr",0,0,28,0
"21770","WA","THUNDERSTORM WINDS",1993,"Apr",0,0,0,0
"21771","WV","THUNDERSTORM WINDS",1993,"Apr",0,0,78,0
"21772","GA","THUNDERSTORM WINDSS",1993,"Apr",0,0,5,0
"21773","AR","TORNADO",1993,"Apr",0,0,555,0
"21774","CA","TORNADO",1993,"Apr",0,0,500.5,50.05
"21775","DE","TORNADO",1993,"Apr",0,0,60,0
"21776","FL","TORNADO",1993,"Apr",0,8,1320,0
"21777","KS","TORNADO",1993,"Apr",0,0,550,0
"21778","LA","TORNADO",1993,"Apr",0,8,555,500
"21779","MD","TORNADO",1993,"Apr",0,0,50,0
"21780","MI","TORNADO",1993,"Apr",0,3,100,0
"21781","MO","TORNADO",1993,"Apr",0,6,1005,0
"21782","NC","TORNADO",1993,"Apr",0,0,500,0
"21783","OH","TORNADO",1993,"Apr",0,0,1000,0
"21784","OK","TORNADO",1993,"Apr",7,101,508,50
"21785","PA","TORNADO",1993,"Apr",0,0,600,0
"21786","SC","TORNADO",1993,"Apr",0,2,10,0
"21787","TX","TORNADO",1993,"Apr",0,0,2205.5,6
"21788","UT","TORNADO",1993,"Apr",0,0,50,0
"21789","VA","TORNADO",1993,"Apr",0,0,1010,0
"21790","WA","TORNADO",1993,"Apr",0,0,500,0
"21791","ID","URBAN FLOOD",1993,"Apr",0,0,5,0
"21792","PR","URBAN FLOOD",1993,"Apr",0,0,5,0
"21793","FL","WATERSPOUT",1993,"Apr",0,0,5,0
"21794","VI","WATERSPOUT",1993,"Apr",0,0,0,0
"21795","LA","WATERSPOUT/TORNADO",1993,"Apr",3,39,50,0
"21796","MD","WINDS",1993,"Apr",0,0,5,0
"21797","WY","WINTER WEATHER",1993,"Apr",0,0,0,0
"21798","SD","BLIZZARD",1994,"Apr",0,4,500,0
"21799","PR","BRUSH FIRE",1994,"Apr",0,0,5,0
"21800","NY","DROUGHT",1994,"Apr",0,0,0,0
"21801","AR","FLASH FLOOD",1994,"Apr",0,0,150,0
"21802","IL","FLASH FLOOD",1994,"Apr",0,0,145,5
"21803","IN","FLASH FLOOD",1994,"Apr",0,0,555,0
"21804","KS","FLASH FLOOD",1994,"Apr",1,0,1291,1020
"21805","LA","FLASH FLOOD",1994,"Apr",0,0,10,0
"21806","ME","FLASH FLOOD",1994,"Apr",0,0,50,0
"21807","MO","FLASH FLOOD",1994,"Apr",3,1,4465.5,1190
"21808","OH","FLASH FLOOD",1994,"Apr",1,2,6760,0
"21809","OK","FLASH FLOOD",1994,"Apr",0,0,5,0
"21810","IL","FLASH FLOODING",1994,"Apr",2,0,50,0
"21811","MS","FLASH FLOODING",1994,"Apr",1,0,6,0
"21812","TN","FLASH FLOODING",1994,"Apr",0,0,1140.5,0
"21813","TX","FLASH FLOODING",1994,"Apr",0,0,5,0
"21814","CT","FLOOD",1994,"Apr",0,0,0,0
"21815","IN","FLOOD",1994,"Apr",1,0,500,0
"21816","KS","FLOOD",1994,"Apr",0,0,2520,2500
"21817","MA","FLOOD",1994,"Apr",0,0,0,0
"21818","MI","FLOOD",1994,"Apr",0,0,0,0
"21819","NY","FLOOD",1994,"Apr",0,0,1875.5,0
"21820","OH","FLOOD",1994,"Apr",0,0,3355,0
"21821","UT","FLOOD",1994,"Apr",0,0,0.5,0
"21822","VT","FLOOD",1994,"Apr",0,0,2312,0
"21823","IL","FLOOD/FLASH FLOOD",1994,"Apr",0,0,5,0
"21824","MI","FLOOD/FLASH FLOOD",1994,"Apr",0,0,5,0
"21825","MO","FLOOD/FLASH FLOOD",1994,"Apr",0,0,1155,55
"21826","PA","FLOOD/FLASH FLOOD",1994,"Apr",0,0,55,0
"21827","WV","FLOOD/FLASH FLOOD",1994,"Apr",0,0,65,0
"21828","IA","FLOODING",1994,"Apr",0,0,5,0
"21829","IL","FLOODING",1994,"Apr",0,0,50,0
"21830","SC","FLOODING",1994,"Apr",0,0,0,0
"21831","TN","FLOODING",1994,"Apr",0,0,15,1000
"21832","WI","FLOODING",1994,"Apr",0,0,0,0
"21833","AK","FREEZE",1994,"Apr",0,0,5,0
"21834","MO","FUNNEL",1994,"Apr",0,0,0,0
"21835","AL","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21836","AR","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21837","CA","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21838","IA","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21839","LA","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21840","MI","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21841","MO","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21842","NM","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21843","NV","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21844","TX","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21845","UT","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21846","WI","FUNNEL CLOUD",1994,"Apr",0,0,0,0
"21847","CA","FUNNEL CLOUDS",1994,"Apr",0,0,0,0
"21848","IA","GUSTNADO",1994,"Apr",0,0,50,0
"21849","AL","HAIL",1994,"Apr",0,0,0,0
"21850","AR","HAIL",1994,"Apr",0,0,15,0
"21851","CA","HAIL",1994,"Apr",0,0,0,0
"21852","CO","HAIL",1994,"Apr",0,0,0,50
"21853","IA","HAIL",1994,"Apr",0,0,2760,0.8
"21854","IL","HAIL",1994,"Apr",0,0,16.6,0
"21855","IN","HAIL",1994,"Apr",0,0,51.5,0
"21856","KS","HAIL",1994,"Apr",0,0,85,4
"21857","LA","HAIL",1994,"Apr",0,0,0,0
"21858","MI","HAIL",1994,"Apr",0,0,1,0
"21859","MN","HAIL",1994,"Apr",0,0,0,0
"21860","MO","HAIL",1994,"Apr",0,0,941.2,28
"21861","MS","HAIL",1994,"Apr",0,0,4.7,0
"21862","MT","HAIL",1994,"Apr",0,0,5,0
"21863","NE","HAIL",1994,"Apr",0,0,0,0
"21864","NJ","HAIL",1994,"Apr",0,0,0,0
"21865","NM","HAIL",1994,"Apr",0,0,0,0
"21866","NY","HAIL",1994,"Apr",0,0,0,0
"21867","OH","HAIL",1994,"Apr",0,0,15,150
"21868","OK","HAIL",1994,"Apr",0,3,2166,0
"21869","PA","HAIL",1994,"Apr",0,0,0,0
"21870","SC","HAIL",1994,"Apr",0,0,0,0
"21871","SD","HAIL",1994,"Apr",0,0,0,0
"21872","TN","HAIL",1994,"Apr",0,0,508.85,0
"21873","TX","HAIL",1994,"Apr",0,0,6145,3580
"21874","VT","HAIL",1994,"Apr",0,0,0,0
"21875","WI","HAIL",1994,"Apr",0,0,110.5,0
"21876","WV","HAIL",1994,"Apr",0,0,5,5
"21877","NY","HEAVY MIX",1994,"Apr",0,0,5,0
"21878","VT","HEAVY MIX",1994,"Apr",0,0,50,0
"21879","AL","HEAVY RAIN/LIGHTNING",1994,"Apr",0,0,5,0
"21880","CA","HEAVY SNOW",1994,"Apr",0,0,0,0
"21881","CO","HEAVY SNOW",1994,"Apr",1,0,0,0
"21882","IA","HEAVY SNOW",1994,"Apr",0,0,55,0
"21883","KS","HEAVY SNOW",1994,"Apr",0,0,500,0
"21884","MI","HEAVY SNOW",1994,"Apr",0,0,0,0
"21885","MN","HEAVY SNOW",1994,"Apr",0,0,0,0
"21886","MT","HEAVY SNOW",1994,"Apr",0,0,50,0
"21887","NE","HEAVY SNOW",1994,"Apr",0,0,500,0
"21888","NM","HEAVY SNOW",1994,"Apr",0,0,0,0
"21889","OH","HEAVY SNOW",1994,"Apr",0,0,50,0
"21890","OR","HEAVY SNOW",1994,"Apr",0,0,0,0
"21891","SD","HEAVY SNOW",1994,"Apr",0,5,500,0
"21892","UT","HEAVY SNOW",1994,"Apr",0,0,0,0
"21893","WI","HEAVY SNOW",1994,"Apr",0,0,0,0
"21894","WY","HEAVY SNOW",1994,"Apr",0,0,0,0
"21895","MN","HEAVY SNOW AND ICE",1994,"Apr",0,0,0,0
"21896","ND","HEAVY SNOW/BLIZZARD",1994,"Apr",0,0,50,0
"21897","MT","HEAVY SNOW/WINTER STORM",1994,"Apr",0,0,500,0
"21898","KS","HIGH WIND",1994,"Apr",0,0,650,0
"21899","MN","HIGH WIND",1994,"Apr",0,0,0,0
"21900","NE","HIGH WIND",1994,"Apr",0,0,0,0
"21901","NV","HIGH WIND",1994,"Apr",0,0,50,0
"21902","OK","HIGH WIND",1994,"Apr",0,0,50,0
"21903","PA","HIGH WIND",1994,"Apr",0,0,500,0
"21904","TX","HIGH WIND",1994,"Apr",0,0,50,0
"21905","UT","HIGH WIND",1994,"Apr",0,0,0,0
"21906","AK","HIGH WINDS",1994,"Apr",0,0,0.5,0
"21907","CA","HIGH WINDS",1994,"Apr",0,15,5,0
"21908","IA","HIGH WINDS",1994,"Apr",0,3,1005,0
"21909","MT","HIGH WINDS",1994,"Apr",0,0,0,0
"21910","ND","HIGH WINDS",1994,"Apr",0,1,0,0
"21911","NM","HIGH WINDS",1994,"Apr",0,1,0,0
"21912","OH","HIGH WINDS",1994,"Apr",0,2,500,0
"21913","OR","HIGH WINDS",1994,"Apr",0,0,0,0
"21914","TN","HIGH WINDS",1994,"Apr",0,0,5,0
"21915","TX","HIGH WINDS",1994,"Apr",0,0,500,500
"21916","UT","HIGH WINDS",1994,"Apr",0,0,0,0
"21917","WY","HIGH WINDS",1994,"Apr",0,0,0,0
"21918","AL","LIGHTNING",1994,"Apr",0,0,650,0
"21919","AR","LIGHTNING",1994,"Apr",0,0,105,0
"21920","CO","LIGHTNING",1994,"Apr",1,2,55,0
"21921","IA","LIGHTNING",1994,"Apr",0,0,55,0
"21922","IN","LIGHTNING",1994,"Apr",0,0,610,0
"21923","KS","LIGHTNING",1994,"Apr",0,0,555,0
"21924","MI","LIGHTNING",1994,"Apr",0,1,60.5,0
"21925","MO","LIGHTNING",1994,"Apr",0,5,550,0
"21926","MT","LIGHTNING",1994,"Apr",0,1,0,0
"21927","NY","LIGHTNING",1994,"Apr",0,0,60,0
"21928","OH","LIGHTNING",1994,"Apr",0,0,500,50
"21929","OK","LIGHTNING",1994,"Apr",0,0,270.5,0
"21930","SC","LIGHTNING",1994,"Apr",1,0,110,0
"21931","SD","LIGHTNING",1994,"Apr",0,0,50,0
"21932","TN","LIGHTNING",1994,"Apr",1,18,120.5,0
"21933","TX","LIGHTNING",1994,"Apr",0,1,50.05,0.05
"21934","WY","LIGHTNING",1994,"Apr",0,1,0,0
"21935","IL","MUD SLIDE",1994,"Apr",0,0,500,0
"21936","IL","MUD SLIDES",1994,"Apr",0,0,50,0
"21937","NY","MUDSLIDE",1994,"Apr",0,0,50,0
"21938","NY","RECORD HEAT",1994,"Apr",0,0,0,0
"21939","IL","RIVER FLOOD",1994,"Apr",0,0,5,500
"21940","MO","RIVER FLOOD",1994,"Apr",0,0,5,5
"21941","TX","SEVERE THUNDERSTORM",1994,"Apr",0,0,5,0
"21942","TX","SEVERE THUNDERSTORMS",1994,"Apr",0,0,0,0
"21943","MO","SMALL STREAM FLOOD",1994,"Apr",0,0,0,0
"21944","CO","SNOW",1994,"Apr",0,0,0,0
"21945","SD","SNOW",1994,"Apr",0,9,500,0
"21946","SD","SNOW/HIGH WINDS",1994,"Apr",0,34,50,0
"21947","IL","THUNDERSTORM WIND",1994,"Apr",0,0,5,0
"21948","MO","THUNDERSTORM WIND",1994,"Apr",0,5,722,1
"21949","TX","THUNDERSTORM WIND",1994,"Apr",0,0,5,0
"21950","WV","THUNDERSTORM WIND",1994,"Apr",0,0,505,0
"21951","AL","THUNDERSTORM WINDS",1994,"Apr",0,2,1575,0
"21952","AR","THUNDERSTORM WINDS",1994,"Apr",0,0,2881.5,0
"21953","AZ","THUNDERSTORM WINDS",1994,"Apr",0,0,0,0
"21954","CA","THUNDERSTORM WINDS",1994,"Apr",0,0,5,0
"21955","IA","THUNDERSTORM WINDS",1994,"Apr",0,2,4920,0
"21956","IL","THUNDERSTORM WINDS",1994,"Apr",0,7,3945.1,0
"21957","IN","THUNDERSTORM WINDS",1994,"Apr",0,0,4128,0
"21958","KS","THUNDERSTORM WINDS",1994,"Apr",0,3,2644.6,3
"21959","LA","THUNDERSTORM WINDS",1994,"Apr",0,0,200,0
"21960","MA","THUNDERSTORM WINDS",1994,"Apr",0,0,0,0
"21961","ME","THUNDERSTORM WINDS",1994,"Apr",0,0,0,0
"21962","MI","THUNDERSTORM WINDS",1994,"Apr",0,0,55.5,0
"21963","MN","THUNDERSTORM WINDS",1994,"Apr",0,2,0,0
"21964","MO","THUNDERSTORM WINDS",1994,"Apr",0,1,8507,16.05
"21965","MS","THUNDERSTORM WINDS",1994,"Apr",0,0,12.55,0
"21966","MT","THUNDERSTORM WINDS",1994,"Apr",0,0,0,0
"21967","ND","THUNDERSTORM WINDS",1994,"Apr",0,0,50,0
"21968","NE","THUNDERSTORM WINDS",1994,"Apr",0,1,1155,0
"21969","NH","THUNDERSTORM WINDS",1994,"Apr",0,0,0,0
"21970","NJ","THUNDERSTORM WINDS",1994,"Apr",0,0,0,0
"21971","NV","THUNDERSTORM WINDS",1994,"Apr",0,0,5.5,0
"21972","NY","THUNDERSTORM WINDS",1994,"Apr",0,0,245.5,0
"21973","OH","THUNDERSTORM WINDS",1994,"Apr",1,1,4830,100
"21974","OK","THUNDERSTORM WINDS",1994,"Apr",0,1,1871.5,0
"21975","PA","THUNDERSTORM WINDS",1994,"Apr",0,0,111,0
"21976","PR","THUNDERSTORM WINDS",1994,"Apr",0,0,5,0
"21977","SC","THUNDERSTORM WINDS",1994,"Apr",0,0,5,0
"21978","SD","THUNDERSTORM WINDS",1994,"Apr",0,0,716,0
"21979","TN","THUNDERSTORM WINDS",1994,"Apr",0,0,38,0
"21980","TX","THUNDERSTORM WINDS",1994,"Apr",0,1,2674.5,848
"21981","UT","THUNDERSTORM WINDS",1994,"Apr",0,0,0.5,0
"21982","VT","THUNDERSTORM WINDS",1994,"Apr",0,0,45,0
"21983","WI","THUNDERSTORM WINDS",1994,"Apr",0,0,1730,0
"21984","WY","THUNDERSTORM WINDS",1994,"Apr",0,0,0,0
"21985","SC","THUNDERSTORM WINDS/FLOODING",1994,"Apr",0,0,5,0
"21986","AL","THUNDERSTORM WINDS/HAIL",1994,"Apr",0,0,5,0
"21987","LA","THUNDERSTORM WINDS/HAIL",1994,"Apr",0,0,50.5,0
"21988","MN","THUNDERSTORM WINDS/HAIL",1994,"Apr",0,0,50,0
"21989","OH","THUNDERSTORM WINDS/HAIL",1994,"Apr",0,0,55,0
"21990","OK","THUNDERSTORM WINDS/HAIL",1994,"Apr",0,0,0,0
"21991","IN","THUNDERSTORM WINDSS",1994,"Apr",0,0,5,0
"21992","AL","TORNADO",1994,"Apr",0,0,1000,0
"21993","AR","TORNADO",1994,"Apr",0,0,55,0
"21994","AZ","TORNADO",1994,"Apr",0,0,0,0
"21995","CA","TORNADO",1994,"Apr",0,0,50,0
"21996","CO","TORNADO",1994,"Apr",0,0,0,0
"21997","IA","TORNADO",1994,"Apr",0,0,1550,0
"21998","IL","TORNADO",1994,"Apr",0,4,2710,5
"21999","IN","TORNADO",1994,"Apr",3,75,1215,0
"22000","KS","TORNADO",1994,"Apr",0,8,105,0
"22001","LA","TORNADO",1994,"Apr",0,2,55,0
"22002","MN","TORNADO",1994,"Apr",0,1,5,0
"22003","MO","TORNADO",1994,"Apr",1,0,2871.55,13
"22004","MS","TORNADO",1994,"Apr",2,16,511.5,0
"22005","MT","TORNADO",1994,"Apr",0,0,550,0
"22006","NE","TORNADO",1994,"Apr",0,1,1000,0
"22007","NY","TORNADO",1994,"Apr",0,0,50,0
"22008","OH","TORNADO",1994,"Apr",0,0,550,0
"22009","OK","TORNADO",1994,"Apr",0,0,565,0
"22010","PA","TORNADO",1994,"Apr",0,2,550,0
"22011","SC","TORNADO",1994,"Apr",1,4,5,0
"22012","SD","TORNADO",1994,"Apr",0,0,510,0
"22013","TN","TORNADO",1994,"Apr",1,7,6,0
"22014","TX","TORNADO",1994,"Apr",5,104,3615.1,50.1
"22015","WA","TORNADO",1994,"Apr",0,0,55,0
"22016","WI","TORNADO",1994,"Apr",0,0,1600,1555
"22017","MO","URBAN FLOOD",1994,"Apr",0,0,50,0
"22018","CA","WATERSPOUT",1994,"Apr",0,0,0,0
"22019","PR","WATERSPOUT",1994,"Apr",0,0,0,0
"22020","VI","WATERSPOUT",1994,"Apr",0,0,0,0
"22021","WI","WILDFIRES",1994,"Apr",0,0,500,500
"22022","CO","WIND",1994,"Apr",0,0,50,0
"22023","MO","WINTER STORM",1994,"Apr",0,0,500,0
"22024","NV","WINTER STORM",1994,"Apr",0,0,0,0
"22025","MD","AGRICULTURAL FREEZE",1995,"Apr",0,0,0,0
"22026","VA","AGRICULTURAL FREEZE",1995,"Apr",0,0,0,0
"22027","WV","AGRICULTURAL FREEZE",1995,"Apr",0,0,0,0
"22028","NJ","BELOW NORMAL PRECIPITATION",1995,"Apr",0,0,0,0
"22029","PA","BELOW NORMAL PRECIPITATION",1995,"Apr",0,0,0,0
"22030","UT","BLIZZARD",1995,"Apr",0,0,0,0
"22031","WV","BRUSH FIRES",1995,"Apr",0,0,0,0
"22032","CT","COLD",1995,"Apr",0,0,0,0
"22033","MO","DEEP HAIL",1995,"Apr",0,0,0,0
"22034","CA","DRY MICROBURST",1995,"Apr",0,0,0,0
"22035","WI","DRY MICROBURST",1995,"Apr",0,2,0,0
"22036","CO","DRY MICROBURST WINDS",1995,"Apr",0,0,0,0
"22037","TX","DUST DEVIL",1995,"Apr",0,0,2,0
"22038","AZ","DUST STORM",1995,"Apr",10,20,0,0
"22039","TX","DUST STORM",1995,"Apr",0,0,0,0
"22040","CO","EXTREME COLD",1995,"Apr",0,0,0,1
"22041","KS","EXTREME COLD",1995,"Apr",0,0,0,2.5
"22042","OH","EXTREME COLD",1995,"Apr",0,0,0,0
"22043","DE","EXTREME/RECORD COLD",1995,"Apr",0,0,0,0
"22044","MD","EXTREME/RECORD COLD",1995,"Apr",0,0,0,0
"22045","NJ","EXTREME/RECORD COLD",1995,"Apr",0,0,0,0
"22046","PA","EXTREME/RECORD COLD",1995,"Apr",0,0,0,0
"22047","FL","FLASH FLOOD",1995,"Apr",0,0,0.5,0
"22048","IL","FLASH FLOOD",1995,"Apr",0,0,50,0
"22049","IN","FLASH FLOOD",1995,"Apr",0,0,0,0
"22050","KS","FLASH FLOOD",1995,"Apr",0,0,20,0
"22051","LA","FLASH FLOOD",1995,"Apr",0,0,0,0
